DATE,RETURN
20110331,0.2585269911292265
20110429,3.007719041979118
20110531,-1.072743344417626
20110630,-1.748012337922278
20110729,-2.17013427769509
20110831,-5.75800402021197
20110930,-7.461748457213668
20111031,11.20883304002995
20111130,-0.2622973566388298
20111230,0.8358721120528267
20120131,4.873336612766299
20120229,4.388233813350739
20120330,3.129081683850821
20120430,-0.5802432159870308
20120531,-6.145167111496852
20120629,3.828450624587809
20120731,1.186110305698329
20120831,2.428138651179523
20120928,2.572243889547488
20121031,-1.688246011471217
20121130,0.7944510847251784
20121231,1.037058255872059
20130131,5.42337477641297
20130228,1.343533982887379
20130328,3.860550351613523
20130430,1.805853957589632
20130531,2.224408260336319
20130628,-1.362840083434214
20130731,5.350787626719899
20130830,-2.758243410063599
20130930,3.486945646192274
20131031,4.401983226890804
20131129,2.805712386410897
20131231,2.697762990691288
20140131,-3.193843371300464
20140228,4.746576580015427
20140331,0.6369493151070937
20140430,0.4706469921037293
20140530,2.297921849956364
20140630,2.274551057936769
20140731,-1.617007278677396
20140829,4.132004360157482
20140930,-1.753102984740784
20141031,2.44394968811521
20141128,2.618082319884429
20141231,-0.2329711317579752
20150130,-2.746735801780276
20150227,5.778068135993886
20150331,-1.245260951240346
20150430,0.7098706925959597
20150529,1.308273068769905
20150630,-1.875974481487386
20150731,1.927508194558114
20150831,-6.015311677297753
20150930,-2.740771243396611
20151030,8.090851623877038
20151130,0.3303439940964159
20151231,-1.799034735711991
20160129,-5.382417487152091
20160229,-0.03431266804009292
20160331,6.966083207239504
20160429,0.5438210025046519
20160531,1.751178226955319
20160630,0.2264522574269678
20160729,3.809446820772133
20160831,0.1328573886922202
20160930,0.07914423932087189
20161031,-1.9500063577224
20161130,3.942360547770041
20161230,1.878686022433751
20170131,2.010861775653527
20170228,3.870802637771753
20170331,0.0631764835835158
20170428,1.057235151445357
20170531,1.276228347486819
20170630,0.6982236168223688
20170731,1.980354557579811
20170831,0.3128062286696487
20170929,2.12951588764525
20171031,2.293589150767916
20171130,3.049608186284325
20171229,1.114806514024269
20180131,5.489320644556761
20180228,-3.671336090944122
20180329,-2.269767071606277
20180430,0.3398786266192388
20180531,2.552610477666173
20180629,0.6466633332358862
20180731,3.451144854026533
20180831,3.445736527959409
20180928,0.379724602701792
20181031,-7.076333041939753
20181130,2.035063235463963
20181231,-9.107696568337486
20190131,8.380327666741438
20190228,3.385847635827166
20190329,1.740952540816032
20190430,4.038410454073182
20190531,-6.372423105151825
20190628,7.020411788543268
20190731,1.55298679874345
20190830,-1.831552255980617
20190930,1.73334722931251
20191031,2.119349369966428
